gene	p	CHR	POS
ENSSSAG00000063506	0.0159447	ssa26	14823840
ENSSSAG00000068479	2.21E-30	ssa26	14866579
ENSSSAG00000057791	4.50E-13	ssa26	14907506
ENSSSAG00000057707	1.31E-06	ssa26	14911336
ENSSSAG00000066800	9.25E-07	ssa26	15019906
ENSSSAG00000092585	0.00143641	ssa26	15092076
ENSSSAG00000071509	0.000110082	ssa26	15339849
ENSSSAG00000088441	4.03E-06	ssa26	15435105
ENSSSAG00000066659	2.82E-10	ssa26	15454058
ENSSSAG00000068593	0.0426684	ssa26	15460191
ENSSSAG00000069393	0.0222349	ssa26	16680806
ENSSSAG00000095035	0.0161327	ssa26	17518873
ENSSSAG00000071423	5.00E-10	ssa26	18265856
ENSSSAG00000103372	0.00500364	ssa26	19020115
ENSSSAG00000073879	2.29E-09	ssa26	19046348
ENSSSAG00000076081	0.0081165	ssa26	19047089
ENSSSAG00000080970	0.0100246	ssa26	19049471
ENSSSAG00000041375	0.0321821	ssa26	19049573
ENSSSAG00000081374	0.0463177	ssa26	19049573
ENSSSAG00000090727	2.12E-06	ssa26	19066747
ENSSSAG00000069440	0.0363816	ssa26	19066747
ENSSSAG00000072438	0.0388374	ssa26	19066747
ENSSSAG00000041293	0.0178886	ssa26	19102390
ENSSSAG00000076111	4.80E-12	ssa26	19300538
ENSSSAG00000072759	0.00403194	ssa26	19364070
ENSSSAG00000081240	2.46E-26	ssa26	19380123
ENSSSAG00000073079	1.54E-41	ssa26	19396916
ENSSSAG00000079079	3.84E-11	ssa26	20430641
ENSSSAG00000098858	7.98E-05	ssa26	20465766
ENSSSAG00000092049	0.0406283	ssa26	20972903
ENSSSAG00000050236	2.55E-08	ssa26	21062654
ENSSSAG00000114913	0.0236281	ssa26	21308803
ENSSSAG00000080343	0.0461787	ssa26	22056198
ENSSSAG00000052526	0.0118391	ssa26	22076113
ENSSSAG00000046978	3.09E-12	ssa26	22187542
ENSSSAG00000063921	0.0407572	ssa26	22263465
ENSSSAG00000085072	2.11E-05	ssa26	22294769
ENSSSAG00000091800	1.82E-37	ssa26	22658558
ENSSSAG00000052429	3.89E-05	ssa26	22670643
ENSSSAG00000113104	2.35E-20	ssa26	22670845
ENSSSAG00000056045	0.000113742	ssa26	24356604
ENSSSAG00000052502	0.0171103	ssa26	24494289
ENSSSAG00000097699	9.29E-26	ssa26	24576407
ENSSSAG00000009946	0.0144663	ssa26	24576407
ENSSSAG00000056947	0.0209283	ssa26	24576407
ENSSSAG00000098633	1.12E-45	ssa26	24632276
ENSSSAG00000094946	3.49E-31	ssa26	24705440
ENSSSAG00000041273	0.0170774	ssa26	25028020
ENSSSAG00000081412	4.83E-11	ssa26	25107525
ENSSSAG00000113269	1.44E-19	ssa26	25175848
ENSSSAG00000101607	2.04E-06	ssa26	25188527
ENSSSAG00000049977	0.0100943	ssa26	25295631
ENSSSAG00000075638	7.68E-05	ssa26	26593297
ENSSSAG00000073120	0.0259647	ssa26	26732990
ENSSSAG00000068591	0.0453179	ssa26	26790941
ENSSSAG00000076002	3.34E-06	ssa26	27948760
ENSSSAG00000075734	7.82E-14	ssa26	27993231
ENSSSAG00000075741	4.23E-05	ssa26	27993231
ENSSSAG00000117324	0.0258278	ssa26	28325141
ENSSSAG00000074360	0.0445316	ssa26	28412791
ENSSSAG00000072036	3.03E-20	ssa26	28439119
ENSSSAG00000068682	0.00410965	ssa26	28499203
ENSSSAG00000044560	1.16E-09	ssa26	28538709
ENSSSAG00000069786	1.17E-05	ssa26	28538709
ENSSSAG00000076053	0.00307319	ssa26	28538709
ENSSSAG00000068255	0.00362073	ssa26	31025965
ENSSSAG00000074889	0.00677447	ssa26	32476424
ENSSSAG00000069620	0.00212002	ssa26	32483981
ENSSSAG00000009059	1.30E-12	ssa26	32484927
ENSSSAG00000056187	2.67E-10	ssa26	32484927
ENSSSAG00000056552	0.0103459	ssa26	32484927
ENSSSAG00000118108	7.26E-19	ssa26	34496488
ENSSSAG00000091602	0.000177234	ssa26	34997044
ENSSSAG00000055727	0.000373316	ssa26	35064141
ENSSSAG00000008679	5.46E-11	ssa26	35080578
ENSSSAG00000052046	6.19E-36	ssa26	35102757
ENSSSAG00000115108	0.000587453	ssa26	35104756
ENSSSAG00000008406	0.0351073	ssa26	35113271
ENSSSAG00000009736	1.41E-71	ssa26	35392927
ENSSSAG00000009756	3.11E-49	ssa26	35392927
ENSSSAG00000092159	2.77E-35	ssa26	35392927
ENSSSAG00000103380	1.57E-05	ssa26	35392927
ENSSSAG00000066229	1.24E-10	ssa26	36254297
ENSSSAG00000120807	1.74E-39	ssa26	36257064
ENSSSAG00000077245	0.00281603	ssa26	36257064
ENSSSAG00000055526	0.00376544	ssa26	36257162
ENSSSAG00000004002	0.00439014	ssa26	36279350
ENSSSAG00000113550	0.0188081	ssa26	38411950
ENSSSAG00000055316	0.00631095	ssa26	38418047
ENSSSAG00000009074	0.0138009	ssa26	38988819
ENSSSAG00000085603	0.0350415	ssa26	38988819
ENSSSAG00000095249	2.21E-45	ssa26	39693776
ENSSSAG00000075948	0.00245491	ssa26	40240203
ENSSSAG00000066877	0.000122414	ssa26	40301753
ENSSSAG00000063212	0.0167296	ssa26	40469622
ENSSSAG00000121203	0.0109157	ssa26	40726776
ENSSSAG00000042330	3.17E-05	ssa26	41099019
ENSSSAG00000067960	0.000114108	ssa26	41638569
ENSSSAG00000098183	0.00310219	ssa26	42108149
ENSSSAG00000101306	0.00532777	ssa26	42108149
ENSSSAG00000076731	1.57E-07	ssa26	42128705
ENSSSAG00000084287	0.000925807	ssa26	42131272
ENSSSAG00000096373	0.000418455	ssa26	42134114
ENSSSAG00000118511	4.39E-13	ssa26	45167091
ENSSSAG00000076581	1.01E-11	ssa26	45332318
ENSSSAG00000005625	0.000193385	ssa26	45332632
ENSSSAG00000065651	0.0113852	ssa26	45335182
ENSSSAG00000082751	4.57E-05	ssa26	47248582
ENSSSAG00000009185	0.0333983	ssa26	47248582
ENSSSAG00000101047	2.77E-39	ssa26	47258394
ENSSSAG00000015583	5.39E-05	ssa26	47258429
ENSSSAG00000111698	0.000857907	ssa26	47262895
ENSSSAG00000076630	3.20E-08	ssa26	47281247
ENSSSAG00000085508	0.00422264	ssa26	47281247
ENSSSAG00000084012	0.000435759	ssa26	47620384
ENSSSAG00000121071	0.00181048	ssa26	47827805
ENSSSAG00000010246	2.39E-11	ssa26	47833383
ENSSSAG00000042232	0.0291683	ssa26	47833383
ENSSSAG00000104125	0.00781203	ssa26	49816736
ENSSSAG00000095519	0.00199091	ssa26	49922812
ENSSSAG00000085122	0.0295798	ssa26	49922812
ENSSSAG00000107416	0.000158066	ssa26	49922858
ENSSSAG00000004991	0.00173782	ssa26	52254236
ENSSSAG00000058519	7.88E-21	ssa26	54096405
ENSSSAG00000045784	0.00652925	ssa26	54096405
ENSSSAG00000058544	0.0223447	ssa26	54107065
ENSSSAG00000091137	0.00701969	ssa26	54113672
ENSSSAG00000041414	0.0359966	ssa26	54115919
ENSSSAG00000087405	1.09E-07	ssa26	54116624
ENSSSAG00000045763	5.29E-06	ssa26	54116624
ENSSSAG00000089249	0.0303208	ssa26	54116624
ENSSSAG00000112080	0.0395373	ssa26	54116624
ENSSSAG00000094568	0.000367067	ssa26	55363125
ENSSSAG00000117097	1.54E-06	ssa26	55716711
ENSSSAG00000041584	3.93E-45	ssa26	55830540
ENSSSAG00000118630	2.30E-06	ssa27	577908
ENSSSAG00000054433	0.0070861	ssa27	902869
ENSSSAG00000055243	5.48E-10	ssa27	1262906
ENSSSAG00000055413	0.0189623	ssa27	1582781
ENSSSAG00000091322	1.45E-09	ssa27	1596093
ENSSSAG00000054800	0.00109378	ssa27	1628746
ENSSSAG00000063614	0.000719692	ssa27	1712737
ENSSSAG00000059917	1.45E-06	ssa27	2057487
ENSSSAG00000084525	0.00204366	ssa27	2134783
ENSSSAG00000063607	1.94E-10	ssa27	2382486
ENSSSAG00000078104	1.21E-06	ssa27	2635124
ENSSSAG00000078383	2.90E-24	ssa27	2656014
ENSSSAG00000121763	1.33E-10	ssa27	4012735
ENSSSAG00000078460	0.00922929	ssa27	4262489
ENSSSAG00000078329	0.0267756	ssa27	5464025
ENSSSAG00000077419	0.0202145	ssa27	5471573
ENSSSAG00000076394	0.000130717	ssa27	5595546
ENSSSAG00000073642	0.000192919	ssa27	5595546
ENSSSAG00000077612	3.27E-24	ssa27	5880184
ENSSSAG00000074324	0.000197336	ssa27	6322239
ENSSSAG00000097259	1.79E-07	ssa27	6439266
ENSSSAG00000099529	2.21E-16	ssa27	7162153
ENSSSAG00000077390	3.21E-12	ssa27	7162153
ENSSSAG00000078399	0.00878727	ssa27	7162153
ENSSSAG00000074101	5.61E-48	ssa27	7214941
ENSSSAG00000067995	0.00288153	ssa27	8018759
ENSSSAG00000112829	1.43E-08	ssa27	8220232
ENSSSAG00000078884	1.38E-10	ssa27	8269824
ENSSSAG00000086924	3.04E-15	ssa27	8378381
ENSSSAG00000108073	0.000306593	ssa27	8532220
ENSSSAG00000081519	9.24E-18	ssa27	8862248
ENSSSAG00000070511	6.69E-09	ssa27	9431584
ENSSSAG00000070432	1.46E-05	ssa27	9516949
ENSSSAG00000077402	0.00011674	ssa27	10244618
ENSSSAG00000070498	3.30E-12	ssa27	10307761
ENSSSAG00000077337	9.18E-16	ssa27	10359101
ENSSSAG00000096214	3.26E-53	ssa27	10538991
ENSSSAG00000042201	1.75E-40	ssa27	10538991
ENSSSAG00000115503	9.99E-33	ssa27	10538991
ENSSSAG00000077713	4.91E-05	ssa27	10635382
ENSSSAG00000101238	0.000105154	ssa27	10975323
ENSSSAG00000058866	0.011534	ssa27	10985645
ENSSSAG00000110443	7.77E-05	ssa27	11100409
ENSSSAG00000112467	0.000238951	ssa27	11100409
ENSSSAG00000078638	2.93E-11	ssa27	11103678
ENSSSAG00000009103	0.000532063	ssa27	11103678
ENSSSAG00000041719	0.0183414	ssa27	11103678
ENSSSAG00000056722	0.0171822	ssa27	11176424
ENSSSAG00000099474	0.000100714	ssa27	11189628
ENSSSAG00000086391	4.80E-06	ssa27	11300469
ENSSSAG00000116601	0.0488983	ssa27	11488952
ENSSSAG00000085574	4.90E-37	ssa27	11540297
ENSSSAG00000122113	1.53E-08	ssa27	11907487
ENSSSAG00000056487	0.000106452	ssa27	12059260
ENSSSAG00000038397	0.0221855	ssa27	12094023
ENSSSAG00000040623	2.32E-09	ssa27	12136934
ENSSSAG00000078859	0.00160796	ssa27	12168107
ENSSSAG00000058781	0.00146294	ssa27	12168244
ENSSSAG00000098176	0.00108001	ssa27	12195863
ENSSSAG00000118702	0.03983	ssa27	12304403
ENSSSAG00000039965	1.88E-05	ssa27	12318315
ENSSSAG00000039984	0.000173508	ssa27	12318315
ENSSSAG00000077444	5.65E-23	ssa27	12391871
ENSSSAG00000041678	0.000585697	ssa27	12396221
ENSSSAG00000059749	0.0125118	ssa27	12398519
ENSSSAG00000063461	0.000557186	ssa27	12410625
ENSSSAG00000077561	1.03E-09	ssa27	12415868
ENSSSAG00000041135	5.19E-09	ssa27	12739196
ENSSSAG00000083542	0.0460175	ssa27	13098943
ENSSSAG00000099702	0.000155612	ssa27	13618418
ENSSSAG00000098103	0.000683015	ssa27	13618418
ENSSSAG00000044460	0.0248101	ssa27	13618418
ENSSSAG00000112227	3.10E-14	ssa27	13680287
ENSSSAG00000039683	0.010198	ssa27	13851824
ENSSSAG00000063441	0.00634242	ssa27	14860845
ENSSSAG00000062253	0.0126345	ssa27	15649297
ENSSSAG00000021623	4.03E-12	ssa27	16702904
ENSSSAG00000009656	0.00128802	ssa27	16717243
ENSSSAG00000008946	1.38E-07	ssa27	16780754
ENSSSAG00000055572	0.00389807	ssa27	17518744
ENSSSAG00000044790	0.0197745	ssa27	18520928
ENSSSAG00000078316	3.77E-07	ssa27	18529710
ENSSSAG00000074352	0.0137832	ssa27	18824551
ENSSSAG00000054874	5.83E-05	ssa27	20728396
ENSSSAG00000079797	0.000172026	ssa27	20786918
ENSSSAG00000069070	4.82E-25	ssa27	20803938
ENSSSAG00000080409	3.69E-05	ssa27	20862142
ENSSSAG00000070395	0.00305278	ssa27	20962591
ENSSSAG00000070483	2.85E-13	ssa27	21071312
ENSSSAG00000105183	0.000377715	ssa27	21734579
ENSSSAG00000016971	0.00137397	ssa27	21835168
ENSSSAG00000078121	0.0278871	ssa27	21835168
ENSSSAG00000074353	0.00266602	ssa27	21860266
ENSSSAG00000088461	0.0145015	ssa27	21860266
ENSSSAG00000099600	0.00452087	ssa27	21866093
ENSSSAG00000052823	0.00348739	ssa27	21870410
ENSSSAG00000073304	0.0133403	ssa27	21890071
ENSSSAG00000117178	3.78E-18	ssa27	22072610
ENSSSAG00000043736	0.00605624	ssa27	22072610
ENSSSAG00000080374	1.74E-07	ssa27	22123266
ENSSSAG00000084385	0.0297713	ssa27	22153425
ENSSSAG00000079785	0.0299564	ssa27	22158050
ENSSSAG00000078327	4.95E-06	ssa27	23520213
ENSSSAG00000044016	0.00691085	ssa27	23907318
ENSSSAG00000083913	0.013826	ssa27	23907318
ENSSSAG00000048699	8.12E-10	ssa27	23975685
ENSSSAG00000009797	4.77E-11	ssa27	24344603
ENSSSAG00000019439	1.20E-06	ssa27	24444639
ENSSSAG00000073730	0.0139822	ssa27	24444639
ENSSSAG00000070489	6.75E-05	ssa27	24743641
ENSSSAG00000087226	0.0266388	ssa27	24821945
ENSSSAG00000083055	0.0110223	ssa27	25596392
ENSSSAG00000048716	0.0194697	ssa27	25612047
ENSSSAG00000047981	0.000633945	ssa27	26169376
ENSSSAG00000114494	0.0331261	ssa27	26174419
ENSSSAG00000074380	0.0037224	ssa27	27006295
ENSSSAG00000079789	0.00338216	ssa27	27175922
ENSSSAG00000095343	0.00168166	ssa27	27871403
ENSSSAG00000103162	0.00986164	ssa27	28488073
ENSSSAG00000109290	0.0158764	ssa27	28496663
ENSSSAG00000115786	0.000899518	ssa27	28624310
ENSSSAG00000013215	0.00169443	ssa27	28749213
ENSSSAG00000015847	0.006031	ssa27	28760564
ENSSSAG00000040193	1.54E-05	ssa27	29207858
ENSSSAG00000052775	0.000614102	ssa27	29217684
ENSSSAG00000068998	1.68E-64	ssa27	29262141
ENSSSAG00000048563	0.00925246	ssa27	29270302
ENSSSAG00000047124	0.00433425	ssa27	29872307
ENSSSAG00000069027	3.41E-07	ssa27	30918393
ENSSSAG00000082530	0.00160368	ssa27	31891267
ENSSSAG00000024112	2.02E-06	ssa27	32101614
ENSSSAG00000102759	8.08E-05	ssa27	32537716
ENSSSAG00000071019	1.21E-12	ssa27	32600203
ENSSSAG00000070538	0.00238351	ssa27	32688217
ENSSSAG00000053184	0.00381809	ssa27	32718188
ENSSSAG00000065157	0.00713408	ssa27	32851120
ENSSSAG00000046697	0.00984887	ssa27	32851120
ENSSSAG00000088599	0.0246305	ssa27	32851120
ENSSSAG00000009501	0.0114015	ssa27	32924119
ENSSSAG00000008949	3.31E-06	ssa27	32929308
ENSSSAG00000071290	0.00660931	ssa27	34377254
ENSSSAG00000101022	2.44E-05	ssa27	34812263
ENSSSAG00000071114	1.29E-19	ssa27	35202982
ENSSSAG00000065622	0.00119607	ssa27	35253526
ENSSSAG00000021588	2.14E-05	ssa27	35903363
ENSSSAG00000065391	2.85E-05	ssa27	35936364
ENSSSAG00000065576	6.74E-20	ssa27	36033313
ENSSSAG00000070408	0.000438724	ssa27	36188686
ENSSSAG00000104484	7.82E-07	ssa27	37480221
ENSSSAG00000087885	3.69E-07	ssa27	37555920
ENSSSAG00000063184	0.00861449	ssa27	37605589
ENSSSAG00000042946	7.56E-14	ssa27	37623594
ENSSSAG00000071544	0.000334443	ssa27	37658647
ENSSSAG00000044454	0.0468155	ssa27	37658647
ENSSSAG00000089802	6.14E-40	ssa27	37792137
ENSSSAG00000055329	0.000703713	ssa27	38004460
ENSSSAG00000063696	0.00434406	ssa27	38072300
ENSSSAG00000065633	0.000429184	ssa27	38215655
ENSSSAG00000098775	0.000260284	ssa27	38552166
ENSSSAG00000112097	8.29E-09	ssa27	38567049
ENSSSAG00000055356	4.17E-13	ssa27	38805412
ENSSSAG00000057745	1.77E-07	ssa27	39111127
ENSSSAG00000103711	0.0170784	ssa27	39194568
ENSSSAG00000091063	0.0414701	ssa27	39198210
ENSSSAG00000065935	0.0230707	ssa27	42277475
ENSSSAG00000041996	1.70E-21	ssa27	42326935
ENSSSAG00000100163	0.0110944	ssa27	42482111
ENSSSAG00000066097	0.0342194	ssa27	42871890
ENSSSAG00000109128	0.0316612	ssa27	43428381
ENSSSAG00000117940	0.00352385	ssa27	43543264
ENSSSAG00000066515	2.98E-06	ssa28	1161319
ENSSSAG00000076091	0.0145324	ssa28	1720663
ENSSSAG00000076078	1.30E-12	ssa28	2655399
ENSSSAG00000095440	0.0301172	ssa28	2655399
ENSSSAG00000078789	0.00587217	ssa28	3136900
ENSSSAG00000047221	8.78E-13	ssa28	3924269
ENSSSAG00000078928	4.63E-07	ssa28	3971138
ENSSSAG00000077965	0.000328455	ssa28	4032149
ENSSSAG00000079139	8.94E-06	ssa28	4171360
ENSSSAG00000047244	0.00850678	ssa28	4907484
ENSSSAG00000080070	1.19E-21	ssa28	4952274
ENSSSAG00000047294	4.09E-10	ssa28	5108288
ENSSSAG00000068628	1.12E-74	ssa28	6314854
ENSSSAG00000068365	2.88E-10	ssa28	7128041
ENSSSAG00000039572	0.00609862	ssa28	7431186
ENSSSAG00000084357	0.0259813	ssa28	7717411
ENSSSAG00000074238	0.00200069	ssa28	8079252
ENSSSAG00000073710	0.0118724	ssa28	8490597
ENSSSAG00000079963	3.70E-43	ssa28	8865842
ENSSSAG00000058422	3.68E-08	ssa28	10676747
ENSSSAG00000121955	0.00127199	ssa28	11624925
ENSSSAG00000065783	5.21E-12	ssa28	11789658
ENSSSAG00000098604	4.79E-42	ssa28	12142045
ENSSSAG00000071085	0.00608374	ssa28	12356720
ENSSSAG00000068636	0.000152357	ssa28	12488561
ENSSSAG00000098408	0.0238322	ssa28	12490027
ENSSSAG00000006591	3.24E-11	ssa28	12581391
ENSSSAG00000063972	0.0188539	ssa28	12581391
ENSSSAG00000058608	0.0353265	ssa28	12873938
ENSSSAG00000057799	0.0104115	ssa28	12883793
ENSSSAG00000069083	5.10E-05	ssa28	12894585
ENSSSAG00000043122	1.66E-08	ssa28	13414149
ENSSSAG00000079643	0.00125105	ssa28	13616002
ENSSSAG00000079653	1.65E-68	ssa28	13622832
ENSSSAG00000065815	0.000604763	ssa28	13622832
ENSSSAG00000079744	0.00275535	ssa28	13676932
ENSSSAG00000063996	3.90E-15	ssa28	13757493
ENSSSAG00000104554	1.08E-05	ssa28	13783670
ENSSSAG00000041631	4.22E-06	ssa28	13919896
ENSSSAG00000041535	2.10E-41	ssa28	13928894
ENSSSAG00000121535	7.52E-09	ssa28	14014553
ENSSSAG00000048636	0.047145	ssa28	14047589
ENSSSAG00000010173	7.67E-06	ssa28	14065271
ENSSSAG00000013753	6.62E-07	ssa28	14216287
ENSSSAG00000091389	0.0138839	ssa28	14325340
ENSSSAG00000043783	0.00657937	ssa28	14767499
ENSSSAG00000043289	0.0295311	ssa28	14866598
ENSSSAG00000057946	0.000695938	ssa28	14909422
ENSSSAG00000042782	0.00391642	ssa28	14909422
ENSSSAG00000071707	0.0425557	ssa28	14935702
ENSSSAG00000048363	0.000183188	ssa28	15247729
ENSSSAG00000089417	2.10E-10	ssa28	15426134
ENSSSAG00000057390	0.0199452	ssa28	15736291
ENSSSAG00000096632	2.02E-82	ssa28	15839839
ENSSSAG00000057768	9.31E-23	ssa28	16075029
ENSSSAG00000069947	0.0470694	ssa28	16231538
ENSSSAG00000069935	4.16E-05	ssa28	16247569
ENSSSAG00000117358	2.27E-07	ssa28	16730917
ENSSSAG00000079623	0.0392966	ssa28	16766107
ENSSSAG00000048605	0.0286704	ssa28	16950503
ENSSSAG00000096598	0.000673656	ssa28	17109725
ENSSSAG00000073653	7.05E-38	ssa28	18021173
ENSSSAG00000041544	0.0197786	ssa28	18091653
ENSSSAG00000042286	0.00858345	ssa28	18903317
ENSSSAG00000003485	3.68E-06	ssa28	19009582
ENSSSAG00000042142	0.00489097	ssa28	19124485
ENSSSAG00000071745	0.00120223	ssa28	21127234
ENSSSAG00000075822	0.000274744	ssa28	21141275
ENSSSAG00000107465	0.0228211	ssa28	21179897
ENSSSAG00000075553	0.0137372	ssa28	21986989
ENSSSAG00000109116	7.78E-18	ssa28	23126018
ENSSSAG00000042313	0.00197648	ssa28	23224157
ENSSSAG00000074489	0.0324767	ssa28	24975875
ENSSSAG00000088784	0.0461045	ssa28	25331014
ENSSSAG00000083955	0.00364193	ssa28	25805438
ENSSSAG00000072273	0.000725837	ssa28	25837185
ENSSSAG00000001038	4.43E-11	ssa28	26023771
ENSSSAG00000082058	3.44E-10	ssa28	26967064
ENSSSAG00000077926	0.000379415	ssa28	27288073
ENSSSAG00000054096	0.00985921	ssa28	27417512
ENSSSAG00000079013	0.0186998	ssa28	27940361
ENSSSAG00000110104	0.0100297	ssa28	28650451
ENSSSAG00000094867	0.00030655	ssa28	28683693
ENSSSAG00000090237	0.0201603	ssa28	28802899
ENSSSAG00000060019	2.93E-06	ssa28	29044536
ENSSSAG00000060703	1.96E-07	ssa28	29102602
ENSSSAG00000120095	2.94E-05	ssa28	29102602
ENSSSAG00000060961	2.10E-41	ssa28	29151027
ENSSSAG00000098195	0.00194492	ssa28	29239462
ENSSSAG00000113088	0.00934235	ssa28	29239462
ENSSSAG00000057661	5.68E-19	ssa28	29493772
ENSSSAG00000064097	1.65E-63	ssa28	29682291
ENSSSAG00000078144	0.00168351	ssa28	29723082
ENSSSAG00000088861	0.000255025	ssa28	30138895
ENSSSAG00000066403	2.26E-09	ssa28	30871707
ENSSSAG00000001874	0.000514983	ssa28	32369611
ENSSSAG00000095547	0.000335372	ssa28	32398501
ENSSSAG00000058337	5.68E-07	ssa28	32411353
ENSSSAG00000066983	1.25E-08	ssa28	32523391
ENSSSAG00000058950	0.000128554	ssa28	33609907
ENSSSAG00000077378	0.0386294	ssa28	34520758
ENSSSAG00000078551	0.000880507	ssa28	34520860
ENSSSAG00000078150	2.39E-08	ssa28	34644048
ENSSSAG00000060041	0.0127942	ssa28	34662804
ENSSSAG00000010321	0.0240076	ssa28	36817986
ENSSSAG00000011497	0.0388511	ssa28	36966643
ENSSSAG00000010400	0.033664	ssa28	37322854
ENSSSAG00000120413	2.28E-18	ssa28	37884712
ENSSSAG00000078843	1.73E-09	ssa28	37888470
ENSSSAG00000084913	1.86E-56	ssa28	37888662
ENSSSAG00000113806	0.000353353	ssa28	39007973
ENSSSAG00000084206	0.0390908	ssa28	39007973
ENSSSAG00000096272	0.0026434	ssa28	39117595
ENSSSAG00000080703	0.00786045	ssa28	39542598
ENSSSAG00000009413	1.92E-06	ssa28	39697283
ENSSSAG00000064911	0.0148083	ssa28	40277377
ENSSSAG00000098983	1.68E-11	ssa28	41161763
ENSSSAG00000010126	1.26E-12	ssa28	41208352
ENSSSAG00000116644	0.0495078	ssa29	2898745
ENSSSAG00000109871	4.10E-06	ssa29	4879437
ENSSSAG00000063530	0.0459882	ssa29	6173114
ENSSSAG00000012040	0.0424437	ssa29	6654921
ENSSSAG00000063602	6.38E-07	ssa29	8718751
ENSSSAG00000107929	0.020008	ssa29	9139594
ENSSSAG00000073844	0.0426584	ssa29	10264051
ENSSSAG00000068370	0.000923649	ssa29	10656106
ENSSSAG00000070074	0.0378556	ssa29	10928696
ENSSSAG00000118600	9.02E-08	ssa29	12268712
ENSSSAG00000093780	1.81E-07	ssa29	12879768
ENSSSAG00000070345	0.00815205	ssa29	12916080
ENSSSAG00000119256	0.00887958	ssa29	13044777
ENSSSAG00000093212	0.00942871	ssa29	13057270
ENSSSAG00000065555	0.018125	ssa29	13072567
ENSSSAG00000085432	0.00167754	ssa29	13195128
ENSSSAG00000071831	4.73E-06	ssa29	13204062
ENSSSAG00000070377	0.00981091	ssa29	13204062
ENSSSAG00000010052	1.91E-11	ssa29	13487900
ENSSSAG00000088431	6.45E-08	ssa29	13516683
ENSSSAG00000074445	0.00890918	ssa29	13521048
ENSSSAG00000107452	4.23E-07	ssa29	13534502
ENSSSAG00000062948	0.00191189	ssa29	13534502
ENSSSAG00000121520	0.0157111	ssa29	13660952
ENSSSAG00000064979	0.0150439	ssa29	13674952
ENSSSAG00000008886	0.015115	ssa29	13813913
ENSSSAG00000077917	0.0166861	ssa29	13997776
ENSSSAG00000109415	2.03E-16	ssa29	14041728
ENSSSAG00000088510	1.23E-05	ssa29	14550545
ENSSSAG00000073156	0.0417732	ssa29	15143013
ENSSSAG00000072081	0.00842256	ssa29	15541681
ENSSSAG00000098247	0.0337464	ssa29	15933375
ENSSSAG00000009036	0.000782532	ssa29	16302607
ENSSSAG00000076939	0.0157503	ssa29	16345724
ENSSSAG00000014585	3.80E-27	ssa29	16359344
ENSSSAG00000076936	6.35E-06	ssa29	17184228
ENSSSAG00000066995	0.00583184	ssa29	17264239
ENSSSAG00000077287	0.0311231	ssa29	17264239
ENSSSAG00000077911	4.27E-07	ssa29	17266543
ENSSSAG00000077218	0.000205172	ssa29	17285806
ENSSSAG00000078545	0.0205713	ssa29	17701530
ENSSSAG00000074638	0.000331398	ssa29	19755576
ENSSSAG00000098382	3.98E-51	ssa29	19852096
ENSSSAG00000091933	9.15E-07	ssa29	19934573
ENSSSAG00000081392	5.34E-10	ssa29	19934759
ENSSSAG00000102374	0.0255355	ssa29	20939181
ENSSSAG00000056621	0.000210596	ssa29	20957664
ENSSSAG00000060395	0.0384232	ssa29	21608117
ENSSSAG00000074618	1.26E-41	ssa29	22018856
ENSSSAG00000097597	0.0140524	ssa29	22436006
ENSSSAG00000078732	1.12E-17	ssa29	22616967
ENSSSAG00000063278	6.13E-36	ssa29	24455167
ENSSSAG00000086566	0.0486292	ssa29	24467768
ENSSSAG00000080248	4.45E-11	ssa29	24666815
ENSSSAG00000111264	0.0168129	ssa29	24728053
ENSSSAG00000080214	5.52E-07	ssa29	24867338
ENSSSAG00000080482	0.00400171	ssa29	25176601
ENSSSAG00000048075	0.000183234	ssa29	25853899
ENSSSAG00000111429	2.19E-24	ssa29	25881843
ENSSSAG00000076877	1.13E-10	ssa29	25907776
ENSSSAG00000056540	0.00016782	ssa29	26164481
ENSSSAG00000091684	0.0297687	ssa29	26173751
ENSSSAG00000079840	1.42E-09	ssa29	26189033
ENSSSAG00000060315	4.36E-13	ssa29	26199174
ENSSSAG00000080099	0.017304	ssa29	26225963
ENSSSAG00000077020	0.0101137	ssa29	26589098
ENSSSAG00000078145	3.51E-10	ssa29	26797975
ENSSSAG00000080177	0.000308271	ssa29	27031498
ENSSSAG00000056509	0.0167655	ssa29	27108470
ENSSSAG00000047514	0.00540783	ssa29	27109420
ENSSSAG00000116067	2.81E-35	ssa29	27111819
