"gene1" "gene2" "ID" "regulation_0" "Common_SNP_0" "regulation_0.05" "Common_SNP_0.05" "regulation_0.1" "Common_SNP_0.1" "regulation_0.15" "Common_SNP_0.15" "regulation_0.2" "Common_SNP_0.2" "regulation_0.25" "Common_SNP_0.25" "regulation_0.3" "Common_SNP_0.3" "regulation_0.35" "Common_SNP_0.35" "regulation_0.4" "Common_SNP_0.4" "regulation_0.45" "Common_SNP_0.45" "regulation_0.5" "Common_SNP_0.5" "regulation_0.55" "Common_SNP_0.55" "regulation_0.6" "Common_SNP_0.6" "regulation_0.65" "Common_SNP_0.65" "regulation_0.7" "Common_SNP_0.7" "regulation_0.75" "Common_SNP_0.75" "regulation_0.8" "Common_SNP_0.8" "regulation_0.85" "Common_SNP_0.85" "regulation_0.9" "Common_SNP_0.9" "regulation_0.95" "Common_SNP_0.95" "regulation_1" "Common_SNP_1"
"ENSSSAG00000058972" "ENSSSAG00000057203" "ENSSSAG00000057203_Ssal_ENSSSAG00000058972_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000069738" "ENSSSAG00000106722" "ENSSSAG00000069738_Ssal_ENSSSAG00000106722_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000098931" "ENSSSAG00000004107" "ENSSSAG00000004107_Ssal_ENSSSAG00000098931_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000004463" "ENSSSAG00000003491" "ENSSSAG00000003491_Ssal_ENSSSAG00000004463_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000071703" "ENSSSAG00000047514" "ENSSSAG00000047514_Ssal_ENSSSAG00000071703_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA
"ENSSSAG00000005105" "ENSSSAG00000121105" "ENSSSAG00000005105_Ssal_ENSSSAG00000121105_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000122201" "ENSSSAG00000119301" "ENSSSAG00000119301_Ssal_ENSSSAG00000122201_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000041610" "ENSSSAG00000077259" "ENSSSAG00000041610_Ssal_ENSSSAG00000077259_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA
"ENSSSAG00000039375" "ENSSSAG00000077551" "ENSSSAG00000039375_Ssal_ENSSSAG00000077551_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000099510" "ENSSSAG00000087611" "ENSSSAG00000087611_Ssal_ENSSSAG00000099510_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000093404" "ENSSSAG00000100266" "ENSSSAG00000093404_Ssal_ENSSSAG00000100266_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000005576" "ENSSSAG00000015611" "ENSSSAG00000005576_Ssal_ENSSSAG00000015611_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000084648" "ENSSSAG00000009120" "ENSSSAG00000009120_Ssal_ENSSSAG00000084648_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000090202" "ENSSSAG00000081890" "ENSSSAG00000081890_Ssal_ENSSSAG00000090202_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000045642" "ENSSSAG00000046876" "ENSSSAG00000045642_Ssal_ENSSSAG00000046876_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000083296" "ENSSSAG00000059118" "ENSSSAG00000059118_Ssal_ENSSSAG00000083296_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000077291" "ENSSSAG00000016369" "ENSSSAG00000016369_Ssal_ENSSSAG00000077291_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000042330" "ENSSSAG00000098647" "ENSSSAG00000042330_Ssal_ENSSSAG00000098647_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000042397" "ENSSSAG00000109159" "ENSSSAG00000042397_Ssal_ENSSSAG00000109159_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA
"ENSSSAG00000096453" "ENSSSAG00000006122" "ENSSSAG00000006122_Ssal_ENSSSAG00000096453_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000088117" "ENSSSAG00000118003" "ENSSSAG00000088117_Ssal_ENSSSAG00000118003_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000076430" "ENSSSAG00000093084" "ENSSSAG00000076430_Ssal_ENSSSAG00000093084_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000076456" "ENSSSAG00000084951" "ENSSSAG00000076456_Ssal_ENSSSAG00000084951_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000040860" "ENSSSAG00000047678" "ENSSSAG00000040860_Ssal_ENSSSAG00000047678_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000072167" "ENSSSAG00000042039" "ENSSSAG00000042039_Ssal_ENSSSAG00000072167_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000052168" "ENSSSAG00000026315" "ENSSSAG00000026315_Ssal_ENSSSAG00000052168_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA
"ENSSSAG00000066534" "ENSSSAG00000044656" "ENSSSAG00000044656_Ssal_ENSSSAG00000066534_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000075342" "ENSSSAG00000015344" "ENSSSAG00000015344_Ssal_ENSSSAG00000075342_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000071995" "ENSSSAG00000088465" "ENSSSAG00000071995_Ssal_ENSSSAG00000088465_Ssal" "Shared eQTL" "ssa26_19051314" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000077695" "ENSSSAG00000078317" "ENSSSAG00000077695_Ssal_ENSSSAG00000078317_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000043259" "ENSSSAG00000068827" "ENSSSAG00000043259_Ssal_ENSSSAG00000068827_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000015828" "ENSSSAG00000082040" "ENSSSAG00000015828_Ssal_ENSSSAG00000082040_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA
"ENSSSAG00000063858" "ENSSSAG00000005177" "ENSSSAG00000005177_Ssal_ENSSSAG00000063858_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000068538" "ENSSSAG00000118088" "ENSSSAG00000068538_Ssal_ENSSSAG00000118088_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000000256" "ENSSSAG00000072712" "ENSSSAG00000000256_Ssal_ENSSSAG00000072712_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000056524" "ENSSSAG00000096211" "ENSSSAG00000056524_Ssal_ENSSSAG00000096211_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000007509" "ENSSSAG00000072097" "ENSSSAG00000007509_Ssal_ENSSSAG00000072097_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000088929" "ENSSSAG00000085168" "ENSSSAG00000085168_Ssal_ENSSSAG00000088929_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000005534" "ENSSSAG00000066260" "ENSSSAG00000005534_Ssal_ENSSSAG00000066260_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000073042" "ENSSSAG00000079411" "ENSSSAG00000073042_Ssal_ENSSSAG00000079411_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000049964" "ENSSSAG00000081489" "ENSSSAG00000049964_Ssal_ENSSSAG00000081489_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000096044" "ENSSSAG00000104675" "ENSSSAG00000096044_Ssal_ENSSSAG00000104675_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000049363" "ENSSSAG00000049332" "ENSSSAG00000049332_Ssal_ENSSSAG00000049363_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000094473" "ENSSSAG00000008686" "ENSSSAG00000008686_Ssal_ENSSSAG00000094473_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000055038" "ENSSSAG00000015493" "ENSSSAG00000015493_Ssal_ENSSSAG00000055038_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000024248" "ENSSSAG00000086773" "ENSSSAG00000024248_Ssal_ENSSSAG00000086773_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000004803" "ENSSSAG00000004648" "ENSSSAG00000004648_Ssal_ENSSSAG00000004803_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA
